open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1610409600000,36060.5,40132.9,32346.7,39091.6,2261.11,1610668799999,81783455.4395,29278,1072.851,38751922.2331,0
1610668800000,39164.4,39703.3,33823.5,35818.3,5631.357,1610927999999,204640707.0108,81533,2716.435,98694554.9285,0
1610928000000,35830.4,37874.8,33358.1,35514.4,3924.577,1611187199999,141207548.841,50828,1870.077,67324185.5816,0
1611187200000,35523.1,35639.1,28797.4,32096.9,3578.075,1611446399999,115096492.8447,50932,1826.475,59207301.9859,0
1611446400000,32044.6,34874.3,30813.6,32469.3,2834.693,1611705599999,92119957.555,39977,1720.273,56038708.7372,0
1611705600000,32457.4,38617.0,29263.5,34244.5,3309.839,1611964799999,108791313.024,52248,1984.938,64858787.848,0
1611964800000,34341.4,34928.5,32188.9,33531.0,2483.568,1612223999999,83755509.5989,34947,1413.17,47642138.5474,0
1612224000000,33523.2,38798.1,33413.8,37031.0,2718.398,1612483199999,98966128.1531,38350,1072.752,38958587.0133,0
1612483200000,37127.6,41086.3,36600.0,38898.2,2855.902,1612742399999,110794009.644,39890,1051.121,40809809.9037,0
1612742400000,38935.9,48266.9,38120.0,44884.2,4345.006,1613001599999,195019903.3469,65891,1460.937,64694880.4775,0
1613001600000,44918.0,49300.8,44129.2,47290.0,3420.584,1613260799999,161565844.6095,47752,983.855,46646949.0858,0
1613260800000,47320.0,50988.2,45905.0,49264.1,3472.405,1613519999999,168711758.9849,46404,1079.068,52366043.2759,0
1613520000000,49264.0,56546.9,49024.1,56020.4,3294.364,1613779199999,172344766.5038,50828,829.467,43834088.3322,0
1613779200000,56053.1,58487.2,47222.0,54218.3,3918.702,1614038399999,218348507.2989,56719,1594.127,88911837.2706,0
1614038400000,54241.1,54260.8,44900.0,47132.1,5572.64,1614297599999,273359053.9556,93676,2591.553,127143508.4476,0
1614297600000,47118.7,48498.9,43049.5,45211.3,4313.774,1614556799999,198494892.8783,63525,1895.448,87229666.1361,0
1614556800000,45220.0,52711.7,44994.2,50456.6,4093.585,1614815999999,200474772.8702,66195,1917.316,93879499.3085,0
1614816000000,50453.2,51823.5,46322.3,48938.7,3152.964,1615075199999,153121073.6994,60954,1383.99,67263172.4578,0
1615075200000,49004.5,54989.5,46150.1,54959.2,3189.516,1615334399999,165102179.7793,54618,1352.045,70029640.5948,0
