open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1610409600000,36060.5,36615.1,34790.7,35369.2,165.334,1610452799999,5907762.7568,1657,87.289,3115801.1986,0
1610452800000,35350.9,35861.0,32520.4,34021.1,431.589,1610495999999,14792670.932,5149,215.784,7401783.2789,0
1610496000000,33877.8,35241.3,32346.7,34312.1,394.876,1610539199999,13365857.3089,5079,173.923,5887467.5775,0
1610539200000,34403.6,37763.5,33932.5,37355.7,400.583,1610582399999,14232597.8238,5325,194.319,6892649.8081,0
1610582400000,37451.4,38757.0,36615.4,38341.1,391.078,1610625599999,14803196.9426,5034,196.255,7429940.9689,0
1610625600000,38294.4,40132.9,37693.5,39091.6,477.65,1610668799999,18681369.6754,7034,205.281,8024279.4011,0
1610668800000,39164.4,39703.3,37536.2,38018.7,634.603,1610711999999,24437774.9342,9978,305.99,11779925.2562,0
1610712000000,38051.5,38142.2,34362.0,36737.6,1648.103,1610755199999,59271191.9008,28077,799.678,28775409.9596,0
1610755200000,36739.0,38149.1,35522.9,37677.8,864.981,1610798399999,31853173.7784,10885,412.824,15214307.3753,0
1610798400000,37693.5,37889.7,35299.7,35975.0,783.093,1610841599999,28787120.6987,10693,342.857,12598407.7222,0
1610841600000,35990.6,36769.8,33823.5,35268.0,971.119,1610884799999,34234747.7563,12506,491.188,17328781.4018,0
1610884800000,35268.0,36858.7,34600.1,35818.3,729.458,1610927999999,26056697.9424,9394,363.898,12997723.2134,0
1610928000000,35830.4,36631.3,34704.7,36408.4,584.92,1610971199999,20905041.069,7210,286.988,10265631.9521,0
1610971200000,36407.6,37510.5,35401.0,36632.1,681.51,1611014399999,24787694.8664,8708,311.07,11324925.617,0
1611014400000,36660.0,37638.6,36169.0,37294.3,568.542,1611057599999,20960651.2032,7059,281.155,10366258.9384,0
1611057600000,37302.4,37874.8,35839.9,35839.9,684.298,1611100799999,25219892.3489,8648,324.657,11967764.322,0
1611100800000,35839.9,36410.1,33915.6,34377.4,824.038,1611143999999,29137562.873,10933,419.582,14825532.2932,0
1611144000000,34383.9,35678.7,33358.1,35514.4,581.269,1611187199999,20196706.4805,8270,246.625,8574072.4589,0
1611187200000,35523.1,35639.1,31983.0,32152.2,557.027,1611230399999,18929747.0324,8133,329.446,11279935.1612,0
1611230400000,32245.8,32793.9,30027.0,30844.2,778.048,1611273599999,24667242.3283,11918,250.408,7927052.5542,0
1611273600000,30899.6,32107.5,28797.4,31723.2,746.839,1611316799999,22956015.5813,10807,273.314,8402560.7008,0
1611316800000,31773.0,33837.1,31307.3,32970.3,592.134,1611359999999,19326160.8716,7904,317.166,10359969.8949,0
1611360000000,32964.0,33484.1,31500.0,31664.3,451.285,1611403199999,14708111.9964,6208,345.668,11274064.6064,0
1611403200000,31652.1,32580.8,31406.3,32096.9,452.742,1611446399999,14509215.0347,5962,310.473,9963719.0684,0
1611446400000,32044.6,33101.3,31598.0,32879.7,409.089,1611489599999,13300992.321,5318,270.729,8808752.5714,0
1611489600000,32874.7,32975.3,30904.5,32274.9,489.989,1611532799999,15635770.3734,6970,272.063,8702943.9245,0
1611532800000,32290.6,33800.0,32193.8,33233.6,430.361,1611575999999,14249161.0385,5755,305.027,10113477.1985,0
